check_id,crop_path,label
ac00503,outputs\part_c\crops\train\ac00503.png,فقط عشرون الف ريال لا غير
ac01341,outputs\part_c\crops\train\ac01341.png,عشره الاف ريال لا غير
ac01069,outputs\part_c\crops\train\ac01069.png,اربعه الاف ومايه وثلاثه وعشرون ريال
ac00198,outputs\part_c\crops\train\ac00198.png,واحد وثلاثون الف واربعمايه وتسعون ريال فقط
ac01363,outputs\part_c\crops\train\ac01363.png,فقط عشره الاف وخمس مايه
ac00714,outputs\part_c\crops\train\ac00714.png,ثمانيه الاف وثلاثمايه
ac00789,outputs\part_c\crops\train\ac00789.png,الف وثلاثه وخمسه وتسعين ريال
ac01689,outputs\part_c\crops\train\ac01689.png,الفين وسبعون ريال لا غير
ac00769,outputs\part_c\crops\train\ac00769.png,ستمايه واربعون ريال
ac00124,outputs\part_c\crops\train\ac00124.png,فقط تسعه الاف وخمسمايه وسته وسبعون ريال لا غيرها
ac01535,outputs\part_c\crops\train\ac01535.png,فقط ثلاثه الف وستعمايه وعشره ريال لا غير
ac00199,outputs\part_c\crops\train\ac00199.png,الفين وخمسميه ريال فقط
ac00747,outputs\part_c\crops\train\ac00747.png,سته وتسعون الف وثلاثمايه وثلاث وخمسون ريال فقط
ac00125,outputs\part_c\crops\train\ac00125.png,فقط ثلاثه عشر الف وخمسمايه خمسه وعشرون ريال لا غير
ac01273,outputs\part_c\crops\train\ac01273.png,خمسه واربعون الف ريال لا غير
ac01584,outputs\part_c\crops\train\ac01584.png,فقط احدي عشر الف واربعمايه واثنان وخمسون ريال 77 100 ه
ac01515,outputs\part_c\crops\train\ac01515.png,فقط ثلاثه الاف وستون ريال لا غير
ac01635,outputs\part_c\crops\train\ac01635.png,فقط خمسه الف ريال لا غير
ac00472,outputs\part_c\crops\train\ac00472.png,خمسه الاف وستمايه وخمسه وتسعون ريال فقط
ac01324,outputs\part_c\crops\train\ac01324.png,ستمايه وخمسون ريال لا غير
ac01040,outputs\part_c\crops\train\ac01040.png,خمسه وثلاثون الف وثلاثمايه وخمسون ريال
ac01130,outputs\part_c\crops\train\ac01130.png,فقط الف و ستمايه و واحد و ثلاثون ريال و 87 هلله لا غير
ac01806,outputs\part_c\crops\train\ac01806.png,فقط عشرون الف ريال لا غير
ac00772,outputs\part_c\crops\train\ac00772.png,فقط خمسه الاف ريال لا غير
ac01683,outputs\part_c\crops\train\ac01683.png,فقط اثني عشر الف وخمسمايه اربعه واربعون ريال لا غير
ac00360,outputs\part_c\crops\train\ac00360.png,ثلاثه الاف ريال لا غير
ac01283,outputs\part_c\crops\train\ac01283.png,فقط عشره الاف واثنان وثمانون ريال لا غير
ac01360,outputs\part_c\crops\train\ac01360.png,فقط تسعه وثمانين الف وستمايه وواحد وستون ريال لا غير
ac01712,outputs\part_c\crops\train\ac01712.png,ثلاثه وخمسون الف ومايتين وخمسون ريالا فقط لا غير
ac00385,outputs\part_c\crops\train\ac00385.png,فقط اربعه و عشرون الف ريال لا غير
ac00603,outputs\part_c\crops\train\ac00603.png,اربعه و ستون الف و ستمايه ريال فقط
ac00687,outputs\part_c\crops\train\ac00687.png,سبعه وخمسون الف وسبعمايه وخمسه عشر ريال لا غير
ac01042,outputs\part_c\crops\train\ac01042.png,سبعه الاف واربعمايه واربعون ريال لا غير
ac01022,outputs\part_c\crops\train\ac01022.png,عشره الف وسبع ميه اثنين وسبعون ريال فقط لا غير
ac00716,outputs\part_c\crops\train\ac00716.png,الفان وستمايه وخمسون ريال لا غير
ac00422,outputs\part_c\crops\train\ac00422.png,فقط اربعه وثلاثون الف وثلاثمايه وثمانيه ريالا لا غير
ac00229,outputs\part_c\crops\train\ac00229.png,وقدره سته الاف ريال فقط لا غير
ac01216,outputs\part_c\crops\train\ac01216.png,الفين وست مايه واربعون ريال
ac00097,outputs\part_c\crops\train\ac00097.png,احدي عشر الف و ستمايه و خمسون ريال فقط لا غير
ac00017,outputs\part_c\crops\train\ac00017.png,و قدره الف ريال لا غير
ac00820,outputs\part_c\crops\train\ac00820.png,فقط سبعه عشر الف ثمانمايه اثنان و ثلاثون ريال 90 100
ac00466,outputs\part_c\crops\train\ac00466.png,فقط ثلاثمايه وخمسه عشره ريال لا غير
ac00510,outputs\part_c\crops\train\ac00510.png,الف و خمسمايه و سبعون ريال فقط
ac00736,outputs\part_c\crops\train\ac00736.png,الف واربعمايه وخمسه وتسعون ريال
ac00669,outputs\part_c\crops\train\ac00669.png,ثمانيه الاف وخمسمايه وواحد وتسعون ريال فقط
ac01537,outputs\part_c\crops\train\ac01537.png,الف وثلاثمايه ريال فقط لا غير
ac01278,outputs\part_c\crops\train\ac01278.png,ثمانيه الاف واربعمايه ريال
ac00249,outputs\part_c\crops\train\ac00249.png,ثلاثه الاف وخمساميه ريال لا غير
ac01098,outputs\part_c\crops\train\ac01098.png,سبعمايه الف ريال لا غير
ac00576,outputs\part_c\crops\train\ac00576.png,عشره الاف ريال فقط لا غير
ac01396,outputs\part_c\crops\train\ac01396.png,الف وستمايه ريال فقط
ac01370,outputs\part_c\crops\train\ac01370.png,فقط الف ريال لا غير
ac00746,outputs\part_c\crops\train\ac00746.png,تسعه وعشرون الف وثمانمايه وثمانيه وستون
ac01292,outputs\part_c\crops\train\ac01292.png,سته الاف وخمسمايه وعشره ريال لا غير
ac00089,outputs\part_c\crops\train\ac00089.png,اربعه الاف و سبع مايه و سته عشر ريال و خمسه و عشرون هلله
ac00197,outputs\part_c\crops\train\ac00197.png,اربعه الاف ريال
ac00982,outputs\part_c\crops\train\ac00982.png,اربعه الاف وخمسمايه ريال
ac00537,outputs\part_c\crops\train\ac00537.png,فقط ثلاثون الف ريال لا غير
ac00010,outputs\part_c\crops\train\ac00010.png,الف و مايتان و خمسون ريال
ac01097,outputs\part_c\crops\train\ac01097.png,ثلاثه الاف وخمسمايه ريال لا غير
ac00285,outputs\part_c\crops\train\ac00285.png,تسعون الف ريال
ac01001,outputs\part_c\crops\train\ac01001.png,فقط اثني عشر الف وستمايه وواحد واربعون ريالا لاغير
ac00726,outputs\part_c\crops\train\ac00726.png,ثمانيه الاف واربعمايه وخمس وتسعون ريال
ac00618,outputs\part_c\crops\train\ac00618.png,فقط تسعمايه ريال لا غير
ac00911,outputs\part_c\crops\train\ac00911.png,واحد وعشرين الف واربعمايه واربع وسبعين ريال
ac00290,outputs\part_c\crops\train\ac00290.png,الف و تسعمايه و ثمانيه
ac00354,outputs\part_c\crops\train\ac00354.png,فقط عشره الاف و خمسمايه و خمسه و اربعون ريال لا غير
ac00267,outputs\part_c\crops\train\ac00267.png,فقط ثلاثمايه و تسعه و خمسون ريال لا غير
ac01298,outputs\part_c\crops\train\ac01298.png,فقط خمسه عشر الف ريال لا غير
ac00371,outputs\part_c\crops\train\ac00371.png,و قدره ثمانيه الاف وثمانمايه و ثمانين ريال لا غير
ac01616,outputs\part_c\crops\train\ac01616.png,تسعه عشر الفا وثمان مايه واثنين وثلاثين ريال
ac01201,outputs\part_c\crops\train\ac01201.png,عشرون الف ريال غير
ac01659,outputs\part_c\crops\train\ac01659.png,فقط الف ومايه وتسعه وتسعين ريال و هلله 50
ac01388,outputs\part_c\crops\train\ac01388.png,خمسلمايه ريال لا غير
ac00881,outputs\part_c\crops\train\ac00881.png,ثلاثه الاف و ستمايه ريال
ac01085,outputs\part_c\crops\train\ac01085.png,ثمانون الف وتسعمايه وعشرون ريال لا غير
ac00029,outputs\part_c\crops\train\ac00029.png,فقط ثلاثمايه و ثمانيه الف ريال لا غير
ac00350,outputs\part_c\crops\train\ac00350.png,عشره الاف و اربعمايه و ثلاثون ريال
ac01463,outputs\part_c\crops\train\ac01463.png,مليون ومايتين الف ريال فقط لا غير
ac00692,outputs\part_c\crops\train\ac00692.png,فقط ثلاثه الاف وتسعمايه ريال لا غير
ac00632,outputs\part_c\crops\train\ac00632.png,وقدره ثلاثمايه الف ريال لا غير
ac01421,outputs\part_c\crops\train\ac01421.png,الف واربعمايه وسبعون ريال لا غير
ac00483,outputs\part_c\crops\train\ac00483.png,فقط الف وميتان وخمسه وعشرون ريالا لا غير
ac01065,outputs\part_c\crops\train\ac01065.png,اربعه الف ريال لا غير
ac00252,outputs\part_c\crops\train\ac00252.png,فقط الف و ستمايه و اربعه و عشرون ريالا و 96 100 هلله
ac00469,outputs\part_c\crops\train\ac00469.png,خمسه عشر الف ريال فقط
ac00912,outputs\part_c\crops\train\ac00912.png,خمسون الفا مايه خمسه وسبعون ريالا
ac01772,outputs\part_c\crops\train\ac01772.png,ثلاثه الاف وسبعمايه وخمسون ريال لا غير
ac01753,outputs\part_c\crops\train\ac01753.png,ثلاثه الاف وثمانمايه وثلاثه ريال فقط
ac01403,outputs\part_c\crops\train\ac01403.png,فقط الف و ستمايه و ثلاثون ريال لاغير
ac00860,outputs\part_c\crops\train\ac00860.png,فقط ثلاثون الف و ثمانمايه واثنان و خمسون ريال لا غير
ac00254,outputs\part_c\crops\train\ac00254.png,فقط اربعمايه ريال لا غير
ac00882,outputs\part_c\crops\train\ac00882.png,سبعه و ثلاثون الف ريال لا غير
ac01564,outputs\part_c\crops\train\ac01564.png,فقط ثلاثه الاف ومايه وعشرون ريال لا غيرها
ac00277,outputs\part_c\crops\train\ac00277.png,خمسه الاف ريال لا غير
ac00614,outputs\part_c\crops\train\ac00614.png,خمسه الاف وثمان ميه وواحد ريال فقط لا غير
ac00757,outputs\part_c\crops\train\ac00757.png,سبعه الاف وستمايه ريال وخمسه وعشرون هلله لا غير
ac00855,outputs\part_c\crops\train\ac00855.png,اربعه الاف و مايتان و سبعه و ثمانون ريالا و خمسون هلله
ac01077,outputs\part_c\crops\train\ac01077.png,ثلاثه عشر الف وثمان مايه وخمسون ريال
ac01194,outputs\part_c\crops\train\ac01194.png,خمسه الاف و خمسون ريال فقط لا غير
ac01004,outputs\part_c\crops\train\ac01004.png,خمسون الف ريال فقط
ac00561,outputs\part_c\crops\train\ac00561.png,فقط واحد و عشرون الف و ثمانمايه و اثنا عشر ريال لا غير
ac01195,outputs\part_c\crops\train\ac01195.png,فقط ثمانيه و تسعون الف و مايتين و ستون ريال لا غيرها
ac00901,outputs\part_c\crops\train\ac00901.png,الف و تسعمايه و خمسون ريال لا غير
ac01609,outputs\part_c\crops\train\ac01609.png,ثلاثه الاف وخمس مايه وثمانيه واربعون ريال
ac00952,outputs\part_c\crops\train\ac00952.png,فقط خمسمايه وثمانون الف ريال لا غير
ac01664,outputs\part_c\crops\train\ac01664.png,فقط تسعمايه واثنين ريال لا غير
ac00897,outputs\part_c\crops\train\ac00897.png,مايه و خمسه و عشرون الف ريال لا غير
ac00219,outputs\part_c\crops\train\ac00219.png,سته الاف و ثمانمايه و ستون ريال
ac01017,outputs\part_c\crops\train\ac01017.png,ثلاثه الاف وتسعماه وثلاثون ريال
ac01140,outputs\part_c\crops\train\ac01140.png,ثلاثه الاف و تسعمايه و خمسه و ثمانون ريال لا غير
ac00025,outputs\part_c\crops\train\ac00025.png,فقط اربعون الف ريال لا غير
ac00706,outputs\part_c\crops\train\ac00706.png,فقط اربعمايه واثنان وسبعون ريالا وخمسون هلله لا غير
ac01401,outputs\part_c\crops\train\ac01401.png,ثلاثون ريال لاغير
ac01587,outputs\part_c\crops\train\ac01587.png,فقط الفان واربعمايه واحد وثلاثون ريال
ac01722,outputs\part_c\crops\train\ac01722.png,الفان وميتان وخمسون ريال لا غير
ac01110,outputs\part_c\crops\train\ac01110.png,اربعه الاف ومايه تسعه واربعون ريال لا غير
ac00719,outputs\part_c\crops\train\ac00719.png,فقط خمسه الاف ريال لا غير
ac00086,outputs\part_c\crops\train\ac00086.png,فقط تسعمايه و ثمانيه و ستون ريال لا غير
ac01559,outputs\part_c\crops\train\ac01559.png,فقط عشرون الف واربعمايه وخمسون ريال لا غير
ac00625,outputs\part_c\crops\train\ac00625.png,خمسون الف ريال لا غير
ac00210,outputs\part_c\crops\train\ac00210.png,سبعه الاف و مايه ريال فقط لا غير
ac01526,outputs\part_c\crops\train\ac01526.png,فقط سته الف وستمايه اثنين وثلاثون ريال لا غير
ac00157,outputs\part_c\crops\train\ac00157.png,ربعمايه وخمسه عشرون ريالا لا غير
ac00414,outputs\part_c\crops\train\ac00414.png,ثمانمايه وتسعون الف ومايتان وخمسه وثلاثون ريال فقط لا غير
ac00822,outputs\part_c\crops\train\ac00822.png,فقط ثلاثه الاف و مايه و عشره ريال
ac00777,outputs\part_c\crops\train\ac00777.png,وقدره ثلاثه وسبعون الف وخمسون ريال فقط لا غير
ac01567,outputs\part_c\crops\train\ac01567.png,فقط مايه الف ريال لا غير
ac00053,outputs\part_c\crops\train\ac00053.png,الف و مايتان ريال لا غير
ac01311,outputs\part_c\crops\train\ac01311.png,عشره الاف و ثلاثميه و ثمان خمسون ريال فقط لا غير رحبا بهم
ac00645,outputs\part_c\crops\train\ac00645.png,فقط خمسه الاف ريال لا غير
ac00341,outputs\part_c\crops\train\ac00341.png,خمسه الاف ريال لا غير
ac01078,outputs\part_c\crops\train\ac01078.png,عشرون الاف وميتان واربعون ريال لا غير
ac00349,outputs\part_c\crops\train\ac00349.png,سبعه عشر الف و خمسه ريال لا غير
ac00764,outputs\part_c\crops\train\ac00764.png,فقط مايه وخمسه وعشرون الف ريالا لا غير
ac00532,outputs\part_c\crops\train\ac00532.png,اثني عشر الف و مايه و سبعه و ثلاثون ريال فقط
ac01232,outputs\part_c\crops\train\ac01232.png,ثلاثون الف وتسعمايه وخمسون ريال فقط لا غير
ac00454,outputs\part_c\crops\train\ac00454.png,اثنين واربعين الف وخمسمايه وسته وستون ريال
ac01637,outputs\part_c\crops\train\ac01637.png,فقط اربعمايه وثمانون ريال لا غير
ac01692,outputs\part_c\crops\train\ac01692.png,الفين وثمانمايه وثلاثه وتسعون ريال
ac00261,outputs\part_c\crops\train\ac00261.png,الفان و ثلاثمايه و اربعه عشر ريال و 65 100 لا غير
ac01636,outputs\part_c\crops\train\ac01636.png,مايه وثلاثه عشر ريالا
ac01552,outputs\part_c\crops\train\ac01552.png,خمسه عشر الفا ريال
ac00041,outputs\part_c\crops\train\ac00041.png,اربعه و ثمانون الف و سبعمايه و خمسه و ستون ريال لا غير
ac01306,outputs\part_c\crops\train\ac01306.png,فقط الف وسبعمايه وسته واربعون ريال
ac01406,outputs\part_c\crops\train\ac01406.png,خمسمايه ريال لاغير
ac00064,outputs\part_c\crops\train\ac00064.png,فقط خمسمايه ريال لا غير
ac00084,outputs\part_c\crops\train\ac00084.png,الفين ريال لا غير
ac01397,outputs\part_c\crops\train\ac01397.png,الف وثلاثمايه وتسعه وستون ريال فقط لا غير
ac00467,outputs\part_c\crops\train\ac00467.png,ثلاثمايه وخمسه عشر ريال لا غير
ac01304,outputs\part_c\crops\train\ac01304.png,خمسه عشر الف ريال فقط لا غير
ac00108,outputs\part_c\crops\train\ac00108.png,خمسون الف ريال لا غير
ac01632,outputs\part_c\crops\train\ac01632.png,سبعمايه وثمانيه واربعون ريال لا غير
ac01308,outputs\part_c\crops\train\ac01308.png,الف ريال لا غير
ac01431,outputs\part_c\crops\train\ac01431.png,مايتان الف ريال لا غير
ac00524,outputs\part_c\crops\train\ac00524.png,فقط الف و ثمانمايه و اثنان و ثلاثون ريال لا غير
ac00873,outputs\part_c\crops\train\ac00873.png,ثلاثه الاف و سبع مايه و خمسون ريال فقط
ac01727,outputs\part_c\crops\train\ac01727.png,فقط الف واربعين ريال
ac01104,outputs\part_c\crops\train\ac01104.png,اربعه الاف وتسعمايه وخمسون ريال
ac00699,outputs\part_c\crops\train\ac00699.png,الفان وستمايه وسبعه وسبعون ريال لا غير
ac00677,outputs\part_c\crops\train\ac00677.png,فقط تسعه الاف ريال لا غير
ac01471,outputs\part_c\crops\train\ac01471.png,فقط عشره الاف وسبعمايه ريال لا غير
ac01574,outputs\part_c\crops\train\ac01574.png,تسعمايه وخمسون ريالا لا غير
ac00678,outputs\part_c\crops\train\ac00678.png,واحد وسبعون الف وثمانمايه ثلاثه وخمسون ريال وخمسه عشر هلله لا غير
ac01245,outputs\part_c\crops\train\ac01245.png,ثلاثون الف وربعمايه واثنين وسبعون ريالا فقط لا غير
ac00540,outputs\part_c\crops\train\ac00540.png,فقط خمسه عشر الف و ستمايه و خمسه و ثلاثون ريال لا غير
ac01192,outputs\part_c\crops\train\ac01192.png,سته الف و مايه و ستون ريال
ac00380,outputs\part_c\crops\train\ac00380.png,احدي عشر الف و ثمانمايه و اربعه و تسعون ريال
ac00957,outputs\part_c\crops\train\ac00957.png,ثلاثه الاف ريال
ac00280,outputs\part_c\crops\train\ac00280.png,فقط خمسه الاف ستمايه و سته و ثمانين ريال لا غير
ac01667,outputs\part_c\crops\train\ac01667.png,ماتين الف ريال فقط لا غير
ac00173,outputs\part_c\crops\train\ac00173.png,فقط الف وتسعمايه وخمسون ريال لا غير
ac01432,outputs\part_c\crops\train\ac01432.png,الف ريال فقط
ac00815,outputs\part_c\crops\train\ac00815.png,فقط الفان ريال لا غير
ac00056,outputs\part_c\crops\train\ac00056.png,خمسه الاف ريال لا غير
ac01710,outputs\part_c\crops\train\ac01710.png,فقط مايه الف ريال لا غير
ac01336,outputs\part_c\crops\train\ac01336.png,اربعه الاف ريال لا غير
ac00969,outputs\part_c\crops\train\ac00969.png,تسعه الاف ريال فقط
ac01773,outputs\part_c\crops\train\ac01773.png,فقط مايه الف ريال لا غير
ac00838,outputs\part_c\crops\train\ac00838.png,فقط عشره الاف و ميتان و تسعون ريال
ac00696,outputs\part_c\crops\train\ac00696.png,سته الاف وثمانمايه وستون ريال
ac00805,outputs\part_c\crops\train\ac00805.png,قدره الف وستمايه وخمس ريال
ac00060,outputs\part_c\crops\train\ac00060.png,ستون الف ريال فقط لا غير
ac01481,outputs\part_c\crops\train\ac01481.png,فقط تسعه الف وستمايه سبعين ريال لا غير
ac00902,outputs\part_c\crops\train\ac00902.png,فقط الفين و ستمايه و اربعه و اربعون ريال لا غير
ac00566,outputs\part_c\crops\train\ac00566.png,فقط خمسمايه و واحد ريال و خمسون هلله لا غير
ac01663,outputs\part_c\crops\train\ac01663.png,الفان وتسعمايه واربعه وعشرون ريال
ac01013,outputs\part_c\crops\train\ac01013.png,الف و ثمانمايه و اربعه و سبعون ريال و 51 هلله
ac01549,outputs\part_c\crops\train\ac01549.png,الفان وثمانمايه وسته وسبعون ريال
ac01576,outputs\part_c\crops\train\ac01576.png,ثمانيه الاف وثمانمايه وخمسون ريالا لا غير
ac01430,outputs\part_c\crops\train\ac01430.png,فقط الف ومايه وعشرون ريال لا غير
ac00807,outputs\part_c\crops\train\ac00807.png,فقط خمس عشر الاف ريال لا غير
ac01696,outputs\part_c\crops\train\ac01696.png,فقط ثمانيه عشر الف ريال لا غير
ac00728,outputs\part_c\crops\train\ac00728.png,فقط سبعه الاف تسعمايه واحد وخمسون ريال لا غير
ac00012,outputs\part_c\crops\train\ac00012.png,عشره الاف و ثمان مايه و تسعه و عشرون ريال و خمسه و ثمانون هلله فقط
ac01452,outputs\part_c\crops\train\ac01452.png,اربعه الاف وسبعمايه وسته عشره ريال و25 هلله
ac00788,outputs\part_c\crops\train\ac00788.png,وقدره ثلاثه الاف ريال لا غير
ac00040,outputs\part_c\crops\train\ac00040.png,ثمانيه الاف و ستمايه و خمسه عشر ريال
ac00806,outputs\part_c\crops\train\ac00806.png,الفان وثلاثمايه ريال
ac00870,outputs\part_c\crops\train\ac00870.png,سبعمايه و ثمانيه و اربعون ريالا لا غير
ac00431,outputs\part_c\crops\train\ac00431.png,فقط اربعه الاف وخمسمايه ريال
ac00129,outputs\part_c\crops\train\ac00129.png,سبعه الاف واربعمايه ريال فقط لا غير
ac00861,outputs\part_c\crops\train\ac00861.png,فقط اربعه و عشرون الف و ثلاثمايه و واحد و ثلاثون ريال لا غير
ac00966,outputs\part_c\crops\train\ac00966.png,فقط سته وسبعون الف ريال
ac01128,outputs\part_c\crops\train\ac01128.png,فقط واحد و عشرون الف ستمايه و تسعه عشر ريال
ac00685,outputs\part_c\crops\train\ac00685.png,ثمانيه عشر الف ريال فقط لا غير
ac00844,outputs\part_c\crops\train\ac00844.png,فقط اربعه الاف و ستمايه و ثلاثه ريال لا غير
ac00859,outputs\part_c\crops\train\ac00859.png,فقط الفان و سبعمايه و سبعه و اربعون ريال لا غير
ac01556,outputs\part_c\crops\train\ac01556.png,وقدره الفين ريال لا غير
ac01802,outputs\part_c\crops\train\ac01802.png,فقط ستمايه واحد واربعون ريال و 77 100 هلله لا غير
ac00316,outputs\part_c\crops\train\ac00316.png,الف و خمسمايه و سته و ستين ريالا لا غير
ac00793,outputs\part_c\crops\train\ac00793.png,فقط اربعه الاف ريالا لا غير
ac00481,outputs\part_c\crops\train\ac00481.png,الفين وستمايه وتسعه وسبعون ريال
ac00312,outputs\part_c\crops\train\ac00312.png,اربعون الف و مايه و سته و ثمانون ريالا لا غير
ac01662,outputs\part_c\crops\train\ac01662.png,فقط خمسه وعشرون الف ريال لا غير
ac00167,outputs\part_c\crops\train\ac00167.png,فقط سته الاف واربعمايه وسبعه ريال و17 هلله لا غير
ac01123,outputs\part_c\crops\train\ac01123.png,مايه و ستون الف ريال لا غير
ac00662,outputs\part_c\crops\train\ac00662.png,ثلاثه الاف ريال لا غير
ac00695,outputs\part_c\crops\train\ac00695.png,ثلاثون الف ريال فقط
ac00564,outputs\part_c\crops\train\ac00564.png,سبعه الاف و مايتان و تسعون ريال فقط
ac00488,outputs\part_c\crops\train\ac00488.png,فقط عشره الاف وتسعمايه واربعون ريال
ac00593,outputs\part_c\crops\train\ac00593.png,فقط الف و سبعمايه و ستون ريال لا غير
ac00160,outputs\part_c\crops\train\ac00160.png,الفين ريال
ac00910,outputs\part_c\crops\train\ac00910.png,تسعه وعشرون الف وخمسمايه ريال لا غير
ac00570,outputs\part_c\crops\train\ac00570.png,الفان و خمسمايه ريال لا غير
ac00497,outputs\part_c\crops\train\ac00497.png,سته الاف وسبعمايه ريال لا غير
ac01006,outputs\part_c\crops\train\ac01006.png,فقط ثلاثه عشر الف وخمسه عشر ريال لاغير
ac01083,outputs\part_c\crops\train\ac01083.png,الفان وثمانمايه وسبعه وتسعون ريال وهلله لا غير
ac00575,outputs\part_c\crops\train\ac00575.png,فقط الفان و ميتان و ثمانيه و تسعون ريال لا غير
ac00514,outputs\part_c\crops\train\ac00514.png,فقط اربعه عشر الف ريال لا غير
ac00538,outputs\part_c\crops\train\ac00538.png,تسعمايه و سته و ثلاثون ريال
ac00931,outputs\part_c\crops\train\ac00931.png,فقط تسعه الاف ريال لا غير
ac00985,outputs\part_c\crops\train\ac00985.png,خمسه الاف وسبعمايه ريال لا غير
ac00330,outputs\part_c\crops\train\ac00330.png,فقط مليون و ثلاثمايه و سته و سبعون الف و ستمايه و ثلاثه ريالات و اربعه وعشرون هلله لا غير
ac00923,outputs\part_c\crops\train\ac00923.png,ثلاثه الف وخمسمايه ريال لا غير
ac01443,outputs\part_c\crops\train\ac01443.png,ثمانيه عشر الف وستمايه سته واربعون ريال
ac00883,outputs\part_c\crops\train\ac00883.png,فقط تسعه الاف و مايتان سبعه عشر و 14 100 ريالا لا غير
ac01047,outputs\part_c\crops\train\ac01047.png,عشره الاف ريال لا غير
ac00916,outputs\part_c\crops\train\ac00916.png,الفان و اربعمايه وثمانيه واربعون ريال لا غير
ac00657,outputs\part_c\crops\train\ac00657.png,فقط الف ومايتين ريال لا غير
ac01162,outputs\part_c\crops\train\ac01162.png,فقط ثلاثمايه و خمسه و عشرون الف ريال
ac01468,outputs\part_c\crops\train\ac01468.png,فقط خمسون الف ريال لا غير
ac01193,outputs\part_c\crops\train\ac01193.png,فقط الفان ريال لا غير
ac00276,outputs\part_c\crops\train\ac00276.png,عشره الاف ريال لا غير
ac00944,outputs\part_c\crops\train\ac00944.png,فقط اثنين وثلاثون الف وخمسمايه ريال لا غير
ac00251,outputs\part_c\crops\train\ac00251.png,ثمانيه الاف و ثمانمايه و خمسون ريال فقط
ac00518,outputs\part_c\crops\train\ac00518.png,و قدره الفان ريال فقط لا غير
ac01159,outputs\part_c\crops\train\ac01159.png,فقط سبعه الف ريال لا غير
ac01454,outputs\part_c\crops\train\ac01454.png,فقط مايتان ثمانيه وثمانون الف وواحد وتسعون ريال وسته عشر هلله
ac00963,outputs\part_c\crops\train\ac00963.png,اثنان وعشرون الف و مايه واربعون ريال لا غير
ac01076,outputs\part_c\crops\train\ac01076.png,الفان وخمسمايه ريال فقط لا غير
ac00368,outputs\part_c\crops\train\ac00368.png,الف ريال لا غير
ac00456,outputs\part_c\crops\train\ac00456.png,فقط الفان واربعمايه ريال
ac00880,outputs\part_c\crops\train\ac00880.png,فقط سته و عشرون الف و اربعه عشر ريالا لا غير
ac00221,outputs\part_c\crops\train\ac00221.png,ثلاثه الاف و ثمانمايه و ثمانيه و خمسون ريال و 75 هلله
ac00011,outputs\part_c\crops\train\ac00011.png,سته الاف و ميتين و اثنين و اربعون ريال و ستون هلله فقط
ac00306,outputs\part_c\crops\train\ac00306.png,الفان ريال فقط لا غير
ac00507,outputs\part_c\crops\train\ac00507.png,فقط خمسمايه الف
ac01291,outputs\part_c\crops\train\ac01291.png,فقط سته عشر الف وتسعمايه وواحد ريال لا غير
ac01026,outputs\part_c\crops\train\ac01026.png,اثنا عشر الف وخمسمايه وستون ريالا
ac00795,outputs\part_c\crops\train\ac00795.png,فقط الف وثلاثمايه وخمسون ريال لا غير
ac00406,outputs\part_c\crops\train\ac00406.png,الفين ومايتين واربغه وخمسون ريالا فقط لا غير
ac01198,outputs\part_c\crops\train\ac01198.png,وقدره خمسه الاف ريال لا غير
ac00858,outputs\part_c\crops\train\ac00858.png,اثنين و ثلاثون الف و مايه و ثلاثه و عشرون ريال
ac00942,outputs\part_c\crops\train\ac00942.png,خمسه الاف ثلاثمايه وسته وثمانون ريال
ac00151,outputs\part_c\crops\train\ac00151.png,واحد وثلاثون الف وثمانمايه وستون ريال لاغير
ac01581,outputs\part_c\crops\train\ac01581.png,سته عشر الف ريال فقط
ac01708,outputs\part_c\crops\train\ac01708.png,فقط خمسون الف ريال لا غير
ac00096,outputs\part_c\crops\train\ac00096.png,مايه و خمسون الف ريال فقط
ac01318,outputs\part_c\crops\train\ac01318.png,فقط خمس الاف و اربعمايه و تسعون ريال
ac00305,outputs\part_c\crops\train\ac00305.png,فقط ثلاثون الف ريال
ac01610,outputs\part_c\crops\train\ac01610.png,اثنا عشر الف وتسعمايه وستون ريال
ac01557,outputs\part_c\crops\train\ac01557.png,فقط خمسون الف ريال لا غيرها
ac00643,outputs\part_c\crops\train\ac00643.png,ثلاثه الاف واربعمايه وتسعه وثلاثون ريال لا غير
ac01440,outputs\part_c\crops\train\ac01440.png,فقط اثنين وسبعون الف وثلاثمايه ثلاثه وثلاثون ريال لا غير
ac01485,outputs\part_c\crops\train\ac01485.png,الف وثلاثمايه وسته وعشرون ريال لا غير
ac00694,outputs\part_c\crops\train\ac00694.png,ثلاثه وعشرون الف وميتان وثلاثه وتسعون ريال لا غير
ac01071,outputs\part_c\crops\train\ac01071.png,ثمانيه عشره الفا واربعمايه وثمان وثمانون ريالا ونصف الالف
ac00589,outputs\part_c\crops\train\ac00589.png,فقط الفان و تسعمايه و اربعه و ثلاثون ريال لا غير
ac00175,outputs\part_c\crops\train\ac00175.png,فقط اربعمايه وخمسون الف ريال لا غير
ac00353,outputs\part_c\crops\train\ac00353.png,فقط مايه و عشر الف و ثمانمايه و خمسون ريال لا غير
ac00981,outputs\part_c\crops\train\ac00981.png,فقط ثلاثه واربعون الف واربعه وستون ريال لا غير
ac01060,outputs\part_c\crops\train\ac01060.png,اربعه عشر الف ومايه تسعه وخمسون ريال لا غير
ac01479,outputs\part_c\crops\train\ac01479.png,فقط خمسه عشر الف ريال لا غير
